日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
105/04/29,104 台北二,胡蘿蔔,30.4,24.6,16,24,3,"8,650",-4,207600
105/04/30,104 台北二,胡蘿蔔,30.8,25.7,14.9,24.6,3,"8,870",3,218202
105/05/01,104 台北二,胡蘿蔔,27.4,24.3,19.3,23.9,-3,"9,190",4,219641
105/05/03,104 台北二,胡蘿蔔,31.6,26.9,17.3,26,9,"8,150",-11,211900
105/05/04,104 台北二,胡蘿蔔,30,25.9,18.5,25.2,-3,"8,550",5,215460
105/05/05,104 台北二,胡蘿蔔,28.8,24.6,17.4,24,-5,"8,620",1,206880
105/05/06,104 台北二,胡蘿蔔,27.3,23.1,16.6,22.6,-6,"9,560",11,216056
105/05/07,104 台北二,胡蘿蔔,30.4,23,13.8,22.6,0,"8,840",-8,199784
105/05/08,104 台北二,胡蘿蔔,30.3,22.1,12.3,21.8,-4,"9,190",4,200342
105/05/10,104 台北二,胡蘿蔔,33.2,24.6,12.8,24,10,"8,160",-11,195840
105/05/11,104 台北二,胡蘿蔔,33.2,25.9,11.7,24.5,2,"7,090",-13,173705
105/05/12,104 台北二,胡蘿蔔,33.9,25.5,11.8,24.4,0,"7,630",8,186172
105/05/13,104 台北二,胡蘿蔔,32.5,23.9,14.7,23.8,-2,"8,790",15,209202
105/05/14,104 台北二,胡蘿蔔,32.8,22.3,11.1,22.1,-7,"9,748",11,215430.8
105/05/15,104 台北二,胡蘿蔔,33.7,23.2,8.4,22.4,1,"9,160",-6,205184
105/05/17,104 台北二,胡蘿蔔,38.5,25.6,14.7,26,16,"8,740",-5,227240
105/05/18,104 台北二,胡蘿蔔,37.3,25,13.9,25.2,-3,"8,720",0,219744
105/05/19,104 台北二,胡蘿蔔,37.1,22.4,11.2,23.1,-8,"9,910",14,228921
105/05/20,104 台北二,胡蘿蔔,36.3,23.8,12.1,24,4,"8,840",-11,212160
105/05/21,104 台北二,胡蘿蔔,32,22.9,11,22.4,-7,"8,470",-4,189728
105/05/22,104 台北二,胡蘿蔔,35.4,24.1,15,24.5,9,"9,020",6,220990
105/05/24,104 台北二,胡蘿蔔,35.8,24.4,14,24.6,0,"8,520",-6,209592
105/05/25,104 台北二,胡蘿蔔,34.6,23.7,14.8,24.1,-2,"8,930",5,215213
105/05/26,104 台北二,胡蘿蔔,36.2,23.6,13.9,24.2,0,"8,540",-4,206668
105/05/27,104 台北二,胡蘿蔔,36.1,24.4,16.8,25.2,4,"9,540",12,240408
105/05/28,104 台北二,胡蘿蔔,35.8,21.8,13.5,22.9,-9,"9,050",-5,207245
105/05/29,104 台北二,胡蘿蔔,31.8,21.4,12.7,21.8,-5,"8,200",-9,178760
105/05/31,104 台北二,胡蘿蔔,38.4,25,17.3,26.2,20,"7,780",-5,203836
105/06/01,104 台北二,胡蘿蔔,35.3,21.9,13.4,22.9,-13,"8,610",11,197169
105/06/02,104 台北二,胡蘿蔔,38.5,25,15.7,25.8,13,"7,350",-15,189630
105/06/03,104 台北二,胡蘿蔔,33.1,23.3,14,23.4,-9,"8,420",15,197028
105/06/04,104 台北二,胡蘿蔔,33.4,23.9,13.8,23.8,2,"7,740",-8,184212
105/06/05,104 台北二,胡蘿蔔,37.1,23.3,15.1,24.4,3,"7,820",1,190808
105/06/07,104 台北二,胡蘿蔔,35.4,24.5,17.4,25.2,3,"7,940",2,200088
105/06/08,104 台北二,胡蘿蔔,40,24.6,17.3,26.2,4,"8,490",7,222438
105/06/09,104 台北二,胡蘿蔔,35.9,25,18.5,25.8,-2,"10,200",20,263160
105/06/12,104 台北二,胡蘿蔔,36.4,24.7,18,25.7,0,"7,260",-29,186582
105/06/14,104 台北二,胡蘿蔔,36.3,26.5,17.9,26.8,4,"9,130",26,244684
105/06/15,104 台北二,胡蘿蔔,33.9,24.6,13.6,24.3,-9,"10,120",11,245916
105/06/16,104 台北二,胡蘿蔔,37.4,26.6,16.6,26.8,10,"8,610",-15,230748
105/06/17,104 台北二,胡蘿蔔,32.8,24.9,15.2,24.6,-8,"9,150",6,225090
105/06/18,104 台北二,胡蘿蔔,31.8,21.5,10.3,21.3,-13,"10,040",10,213852
105/06/19,104 台北二,胡蘿蔔,32.2,22.2,11.9,22.2,4,"8,628",-14,191541.6
105/06/21,104 台北二,胡蘿蔔,33,25.1,13.8,24.4,10,"8,450",-2,206180
105/06/22,104 台北二,胡蘿蔔,34.8,26.9,14.4,26,7,"8,040",-5,209040
105/06/23,104 台北二,胡蘿蔔,30.4,24.1,14.7,23.5,-10,"8,970",12,210795
105/06/24,104 台北二,胡蘿蔔,30.5,21.5,10.7,21.1,-10,"9,200",3,194120
105/06/25,104 台北二,胡蘿蔔,33.4,24.2,11.6,23.5,11,"8,220",-11,193170
105/06/26,104 台北二,胡蘿蔔,31.6,23.1,12.3,22.7,-3,"8,710",6,197717
105/06/28,104 台北二,胡蘿蔔,33,24.4,11.5,23.5,4,"7,260",-17,170610
105/06/29,104 台北二,胡蘿蔔,32.8,24.8,15.1,24.5,4,"8,530",17,208985
105/06/30,104 台北二,胡蘿蔔,31.6,24.6,14.2,24,-2,"7,340",-14,176160
105/07/01,104 台北二,胡蘿蔔,31.3,24.6,15.7,24.1,0,"7,460",2,179786
105/07/02,104 台北二,胡蘿蔔,31.7,22.8,10.1,22,-9,"8,090",8,177980
105/07/03,104 台北二,胡蘿蔔,35.3,24.6,13,24.4,11,"7,640",-6,186416
105/07/05,104 台北二,胡蘿蔔,36,26.9,15.1,26.4,8,"7,520",-2,198528
105/07/06,104 台北二,胡蘿蔔,40.8,29.5,19.6,29.8,13,"6,530",-13,194594
105/07/07,104 台北二,胡蘿蔔,42.8,29,16.2,29.2,-2,"9,760",49,284992
105/07/08,104 台北二,胡蘿蔔,36.8,26.2,15.2,26.1,-11,"10,120",4,264132
105/07/09,104 台北二,胡蘿蔔,38,28.5,19.2,28.5,9,"6,480",-36,184680
105/07/10,104 台北二,胡蘿蔔,36.3,29,13.4,27.3,-4,"7,250",12,197925
105/07/12,104 台北二,胡蘿蔔,37,26.4,11.7,25.6,-6,"7,520",4,192512
105/07/13,104 台北二,胡蘿蔔,37.5,27,10.9,25.9,1,"6,110",-19,158249
105/07/14,104 台北二,胡蘿蔔,36.8,30.1,16.1,28.6,10,"6,170",1,176462
105/07/15,104 台北二,胡蘿蔔,34,25,11.5,24.1,-16,"8,120",32,195692
105/07/16,104 台北二,胡蘿蔔,33.5,23.3,10.3,22.7,-6,"9,430",16,214061
105/07/17,104 台北二,胡蘿蔔,33.4,23,10.6,22.6,0,"7,850",-17,177410
105/07/19,104 台北二,胡蘿蔔,33.8,23.9,10.2,23.1,2,"9,100",16,210210
105/07/20,104 台北二,胡蘿蔔,35.9,29,15.5,27.7,20,"5,540",-39,153458
105/07/21,104 台北二,胡蘿蔔,36.9,27.1,13.3,26.3,-5,"7,160",29,188308
105/07/22,104 台北二,胡蘿蔔,34.4,26.8,16.5,26.3,0,"7,560",6,198828
105/07/23,104 台北二,胡蘿蔔,34,26.2,16.5,25.8,-2,"6,980",-8,180084
105/07/24,104 台北二,胡蘿蔔,35,25.4,12.6,24.8,-4,"9,180",32,227664
105/07/26,104 台北二,胡蘿蔔,34.3,25.3,15.1,25.1,1,"8,450",-8,212095
105/07/27,104 台北二,胡蘿蔔,34.9,25.7,10.5,24.5,-2,"8,688",3,212856
105/07/28,104 台北二,胡蘿蔔,33.2,25.3,10.2,23.8,-3,"7,470",-14,177786
105/07/29,104 台北二,胡蘿蔔,36.5,28.5,14.1,27.2,14,"6,040",-19,164288
105/07/30,104 台北二,胡蘿蔔,49.2,28.7,16.5,30.4,12,"8,621",43,262078.4
105/07/31,104 台北二,胡蘿蔔,37.5,28.1,14.1,27.2,-11,"7,880",-9,214336
105/08/02,104 台北二,胡蘿蔔,36.5,28.1,18.8,27.9,3,"8,220",4,229338
105/08/03,104 台北二,胡蘿蔔,35.7,27.3,16.9,26.9,-4,"8,230",0,221387
105/08/04,104 台北二,胡蘿蔔,36.6,26.1,14.5,25.9,-4,"8,090",-2,209531
105/08/05,104 台北二,胡蘿蔔,35.4,28.1,17.6,27.5,6,"8,170",1,224675
105/08/06,104 台北二,胡蘿蔔,34.4,25.9,11.3,24.7,-10,"8,072",-1,199378.4
105/08/07,104 台北二,胡蘿蔔,34.5,24.6,10.5,23.7,-4,"8,590",6,203583
105/08/09,104 台北二,胡蘿蔔,34.4,24.7,6.5,23,-3,"8,180",-5,188140
105/08/10,104 台北二,胡蘿蔔,34.5,26.7,10.2,25,9,"7,840",-4,196000
105/08/11,104 台北二,胡蘿蔔,34.5,28,11.1,25.9,4,"7,210",-8,186739
105/08/12,104 台北二,胡蘿蔔,34.8,28,9.3,25.6,-1,"7,310",1,187136
105/08/13,104 台北二,胡蘿蔔,35.5,25,9.9,24.1,-6,"9,480",30,228468
105/08/14,104 台北二,胡蘿蔔,35.3,28.8,14.9,27.3,13,"7,640",-19,208572
105/08/16,104 台北二,胡蘿蔔,39.2,29.6,12.8,28.2,3,"9,200",20,259440
105/08/17,104 台北二,胡蘿蔔,41,29.8,17.5,29.6,5,"10,250",11,303400
105/08/20,104 台北二,胡蘿蔔,39.9,32.4,18.9,31.2,5,"9,410",-8,293592
105/08/21,104 台北二,胡蘿蔔,40,32.8,17.1,31.1,0,"8,075",-14,251132.5
105/08/23,104 台北二,胡蘿蔔,42,33.6,17.8,32.1,3,"9,000",11,288900
105/08/24,104 台北二,胡蘿蔔,40.2,32.4,16.7,30.8,-4,"8,910",-1,274428
105/08/25,104 台北二,胡蘿蔔,40.5,30.7,15.1,29.5,-4,"9,645",8,284527.5
105/08/26,104 台北二,胡蘿蔔,39.2,29.2,14.2,28.2,-4,"9,330",-3,263106
105/08/27,104 台北二,胡蘿蔔,38.5,28.6,15.9,28,-1,"9,160",-2,256480
105/08/28,104 台北二,胡蘿蔔,38.6,28,15.7,27.7,-1,"8,945",-2,247776.5
105/08/30,104 台北二,胡蘿蔔,38.9,28.1,15.9,27.8,0,"8,460",-5,235188
105/08/31,104 台北二,胡蘿蔔,38.3,26.7,12.1,26.1,-6,"8,780",4,229158
105/09/01,104 台北二,胡蘿蔔,38.5,25.6,8.6,24.8,-5,"10,100",15,250480
105/09/02,104 台北二,胡蘿蔔,39.2,28.9,13.9,28,13,"7,730",-23,216440
105/09/03,104 台北二,胡蘿蔔,40,25.7,10.6,25.5,-9,"11,300",46,288150
105/09/04,104 台北二,胡蘿蔔,40.5,29.3,13.5,28.4,11,"9,100",-19,258440
105/09/06,104 台北二,胡蘿蔔,40,28.9,12.4,27.8,-2,"9,130",0,253814
105/09/07,104 台北二,胡蘿蔔,38.3,31.7,13.8,29.4,6,"9,060",-1,266364
105/09/08,104 台北二,胡蘿蔔,42,30.1,10.6,28.6,-3,"8,160",-10,233376
105/09/09,104 台北二,胡蘿蔔,40.2,33.9,16,31.6,10,"7,630",-6,241108
105/09/10,104 台北二,胡蘿蔔,40,32,15.9,30.4,-4,"8,890",17,270256
105/09/11,104 台北二,胡蘿蔔,39.1,31.1,17.1,29.9,-2,"7,880",-11,235612
105/09/13,104 台北二,胡蘿蔔,42.2,33.8,18.1,32.3,8,"9,180",16,296514
105/09/14,104 台北二,胡蘿蔔,40.1,30.8,20.2,30.6,-5,"13,600",48,416160
105/09/15,104 台北二,胡蘿蔔,41,34.4,21.5,33.1,8,"9,490",-30,314119
105/09/18,104 台北二,胡蘿蔔,46.4,37,21.2,35.7,8,"9,096",-4,324727.2
105/09/20,104 台北二,胡蘿蔔,40,35.5,19.6,33.2,-7,"8,680",-5,288176
105/09/21,104 台北二,胡蘿蔔,41,36.6,19.6,34.1,3,"7,630",-12,260183
105/09/22,104 台北二,胡蘿蔔,41.1,36.5,20.8,34.3,1,"8,080",6,277144
105/09/23,104 台北二,胡蘿蔔,40.7,35.9,19.7,33.6,-2,"7,650",-5,257040
105/09/24,104 台北二,胡蘿蔔,41.3,36.3,20.4,34.1,1,"7,620",0,259842
105/09/25,104 台北二,胡蘿蔔,40.7,34.3,17.3,32.2,-6,"8,680",14,279496
105/09/27,104 台北二,胡蘿蔔,50.6,35.5,18.3,35.1,9,"7,910",-9,277641
105/09/28,104 台北二,胡蘿蔔,43,37.5,24.8,36.1,3,"3,450",-56,124545
105/09/29,104 台北二,胡蘿蔔,50,38.8,18.5,37,2,"4,100",19,151700
105/09/30,104 台北二,胡蘿蔔,53.8,37.8,21.5,37.7,2,"6,270",53,236379
105/10/01,104 台北二,胡蘿蔔,52,44.2,23.3,41.6,10,"6,660",6,277056
105/10/02,104 台北二,胡蘿蔔,53.9,41.2,23,40.1,-4,"7,595",14,304559.5
105/10/04,104 台北二,胡蘿蔔,59.4,38.3,18.4,38.5,-4,"7,660",1,294910
105/10/05,104 台北二,胡蘿蔔,59.7,48.9,22.8,45.9,19,"7,974",4,366006.6
105/10/06,104 台北二,胡蘿蔔,57.8,42.2,16.7,40.2,-12,"7,250",-9,291450
105/10/07,104 台北二,胡蘿蔔,57.9,44,22.4,42.5,6,"6,598",-9,280415
105/10/08,104 台北二,胡蘿蔔,57.1,47.8,25,45.1,6,"7,620",15,343662
105/10/09,104 台北二,胡蘿蔔,56.5,43.9,17.2,41.1,-9,"6,820",-10,280302
105/10/11,104 台北二,胡蘿蔔,56.4,44.8,26.8,43.5,6,"7,180",5,312330
105/10/12,104 台北二,胡蘿蔔,57.8,46.3,28.4,45,3,"7,132",-1,320940
105/10/13,104 台北二,胡蘿蔔,60,46.7,25.1,45,0,"5,930",-17,266850
105/10/14,104 台北二,胡蘿蔔,60,46.6,33.2,46.6,4,"3,310",-44,154246
105/10/15,104 台北二,胡蘿蔔,62,49.3,24.3,46.8,0,"5,650",71,264420
105/10/16,104 台北二,胡蘿蔔,63,51.2,17.7,46.9,0,"5,890",4,276241
105/10/18,104 台北二,胡蘿蔔,63.4,51.9,18.9,47.6,1,"6,890",17,327964
105/10/19,104 台北二,胡蘿蔔,66.4,57.8,42.8,56.5,19,"5,070",-26,286455
105/10/20,104 台北二,胡蘿蔔,69.1,56.2,28.6,53.3,-6,"7,329",45,390635.7
105/10/21,104 台北二,胡蘿蔔,69.6,56.8,30.9,54.2,2,"7,147",-2,387367.4
105/10/22,104 台北二,胡蘿蔔,67.9,55.8,27.7,52.6,-3,"5,570",-22,292982
105/10/23,104 台北二,胡蘿蔔,67.8,53.8,32.5,52.3,-1,"6,010",8,314323
105/10/25,104 台北二,胡蘿蔔,66.5,51.1,23.3,48.6,-7,"5,995",0,291357
105/10/26,104 台北二,胡蘿蔔,67.9,55.1,23,51.2,5,"6,400",7,327680
105/10/27,104 台北二,胡蘿蔔,68,59.8,32.7,56,9,"5,790",-10,324240
105/10/28,104 台北二,胡蘿蔔,67.1,57.2,31.4,54,-4,"6,020",4,325080
105/10/29,104 台北二,胡蘿蔔,68,58.8,33,55.5,3,"6,188",3,343434
105/10/30,104 台北二,胡蘿蔔,68,55.8,29.3,52.9,-5,"5,955",-4,315019.5
105/11/01,104 台北二,胡蘿蔔,73.3,56.9,26.2,54.1,2,"6,270",5,339207
105/11/02,104 台北二,胡蘿蔔,69.1,54.4,29.3,52.3,-3,"7,300",16,381790
105/11/03,104 台北二,胡蘿蔔,75.2,58.3,22.1,54.4,4,"5,220",-28,283968
105/11/04,104 台北二,胡蘿蔔,75.9,55.1,34.6,55.2,1,"5,440",4,300288
105/11/05,104 台北二,胡蘿蔔,73,58.6,44.5,58.6,6,"7,464",37,437390.4
105/11/06,104 台北二,胡蘿蔔,76,64.1,43.4,62.4,6,"2,970",-60,185328
105/11/08,104 台北二,胡蘿蔔,82,61.9,37.5,61,-2,"3,920",32,239120
105/11/09,104 台北二,胡蘿蔔,90,61.4,34,61.6,1,"4,695",20,289212
105/11/10,104 台北二,胡蘿蔔,85.5,67.4,45.5,66.7,8,"4,085",-13,272469.5
105/11/11,104 台北二,胡蘿蔔,82.7,66.1,39,64,-4,"4,170",2,266880
105/11/12,104 台北二,胡蘿蔔,80.4,64.8,29.2,60.8,-5,"4,014",-4,244051.2
105/11/13,104 台北二,胡蘿蔔,80,72.2,47.9,68.9,13,"3,320",-17,228748
105/11/15,104 台北二,胡蘿蔔,84.3,61.3,43.6,62.3,-10,"5,010",51,312123
105/11/16,104 台北二,胡蘿蔔,91.7,62.9,45.9,65.3,5,"2,740",-45,178922
105/11/17,104 台北二,胡蘿蔔,88,70,33.4,66.3,2,"2,735",0,181330.5
105/11/18,104 台北二,胡蘿蔔,87,73.1,47.6,70.8,7,"3,130",14,221604
105/11/19,104 台北二,胡蘿蔔,91,72.8,40,69.8,-1,"3,630",16,253374
105/11/20,104 台北二,胡蘿蔔,83.2,67.5,41.3,65.4,-6,"5,910",63,386514
105/11/22,104 台北二,胡蘿蔔,84.2,60.9,33.7,60.2,-8,"4,880",-17,293776
105/11/23,104 台北二,胡蘿蔔,80.7,32.9,27.2,41.3,-31,"3,615",-26,149299.5
105/11/24,104 台北二,胡蘿蔔,80.1,41.5,18.6,44.6,8,"3,800",5,169480
105/11/25,104 台北二,胡蘿蔔,90,61.8,25.8,60.2,35,"2,271",-40,136714.2
105/11/26,104 台北二,胡蘿蔔,80,62.4,28.9,59.2,-2,"2,530",11,149776
105/11/27,104 台北二,胡蘿蔔,75.8,71.5,38.7,65.8,11,"2,570",2,169106
105/11/29,104 台北二,胡蘿蔔,84.3,51,21.7,51.8,-21,"3,755",46,194509
105/11/30,104 台北二,胡蘿蔔,77.7,48.1,22.9,49,-5,"4,720",26,231280
105/12/01,104 台北二,胡蘿蔔,78.8,49.5,19.1,49.3,1,"4,600",-3,226780
105/12/02,104 台北二,胡蘿蔔,84.8,50.2,13.2,49.7,1,"3,540",-23,175938
105/12/03,104 台北二,胡蘿蔔,72.4,36,11.4,38.3,-23,"6,930",96,265419
105/12/04,104 台北二,胡蘿蔔,72.5,25.9,12.3,32.5,-15,"6,680",-4,217100
105/12/06,104 台北二,胡蘿蔔,77.2,30.4,12,36.1,11,"5,305",-21,191510.5
105/12/07,104 台北二,胡蘿蔔,79.5,31.9,10,37.1,3,"5,010",-6,185871
105/12/08,104 台北二,胡蘿蔔,81.7,37.6,12,41.3,11,"4,800",-4,198240
105/12/09,104 台北二,胡蘿蔔,88.5,42.5,10,45.2,9,"5,800",21,262160
105/12/10,104 台北二,胡蘿蔔,85.3,58.4,17.7,55.6,23,"4,670",-19,259652
105/12/11,104 台北二,胡蘿蔔,94.8,68.3,22,64.3,16,"3,170",-32,203831
105/12/13,104 台北二,胡蘿蔔,89.5,46.2,16.8,49,-24,"3,850",21,188650
105/12/14,104 台北二,胡蘿蔔,84.7,52,18.8,51.9,6,"5,040",31,261576
105/12/15,104 台北二,胡蘿蔔,88.3,53.6,16.2,53.1,2,"4,037",-20,214364.7
105/12/16,104 台北二,胡蘿蔔,89.4,66.9,24.4,62.9,18,"2,990",-26,188071
105/12/17,104 台北二,胡蘿蔔,93.1,65.2,24.9,62.7,0,"3,350",12,210045
105/12/18,104 台北二,胡蘿蔔,85.3,53.5,16.6,52.5,-16,"4,600",37,241500
105/12/20,104 台北二,胡蘿蔔,86.6,51.2,14.7,51,-3,"4,880",6,248880
105/12/21,104 台北二,胡蘿蔔,76.7,58.7,33.5,57.3,12,"3,730",-24,213729
105/12/22,104 台北二,胡蘿蔔,74.3,62,34.7,59,3,"3,660",-2,215940
105/12/23,104 台北二,胡蘿蔔,75.8,62.4,34.3,59.4,1,"3,520",-4,209088
105/12/24,104 台北二,胡蘿蔔,65,47.6,29.3,47.5,-20,"7,725",119,366937.5
105/12/25,104 台北二,胡蘿蔔,58.3,42,25.9,42.1,-11,"9,080",18,382268
105/12/27,104 台北二,胡蘿蔔,56.6,50,35.9,48.5,15,"4,460",-51,216310
105/12/28,104 台北二,胡蘿蔔,50.3,40.8,25.2,39.5,-19,"7,870",76,310865
105/12/29,104 台北二,胡蘿蔔,45.5,39.5,25.2,37.8,-4,"6,150",-22,232470
105/12/30,104 台北二,胡蘿蔔,44.1,34.2,19.6,33.3,-12,"7,090",15,236097
105/12/31,104 台北二,胡蘿蔔,41.1,32.9,17.5,31.5,-5,"7,650",8,240975
106/01/01,104 台北二,胡蘿蔔,40.6,29.3,11.5,28,-11,"7,035",-8,196980
106/01/03,104 台北二,胡蘿蔔,41.9,37.6,24.8,35.9,28,"9,050",29,324895
106/01/04,104 台北二,胡蘿蔔,35.9,27.6,15.4,26.8,-25,"9,830",9,263444
106/01/05,104 台北二,胡蘿蔔,33.7,23.4,10.4,22.9,-15,"12,080",23,276632
106/01/06,104 台北二,胡蘿蔔,25.9,19.7,12.9,19.6,-14,"9,030",-25,176988
106/01/07,104 台北二,胡蘿蔔,26.2,19.7,13.9,19.8,1,"10,510",16,208098
106/01/08,104 台北二,胡蘿蔔,24.4,18.5,12,18.4,-7,"12,130",15,223192
106/01/10,104 台北二,胡蘿蔔,23,19.3,13.4,18.8,2,"11,790",-3,221652
106/01/11,104 台北二,胡蘿蔔,21.6,18,16.1,18.3,-3,"10,880",-8,199104
106/01/12,104 台北二,胡蘿蔔,20.4,17.3,14.2,17.3,-5,"11,770",8,203621
106/01/13,104 台北二,胡蘿蔔,18,15.9,10.9,15.3,-12,"13,780",17,210834
106/01/14,104 台北二,胡蘿蔔,18.9,13.6,8.2,13.6,-11,"12,940",-6,175984
106/01/15,104 台北二,胡蘿蔔,18,14.1,7.3,13.5,-1,"9,570",-26,129195
106/01/17,104 台北二,胡蘿蔔,19.9,17.5,12.7,17,26,"8,790",-8,149430
106/01/18,104 台北二,胡蘿蔔,21.8,17,12.7,17.1,1,"8,725",-1,149197.5
106/01/19,104 台北二,胡蘿蔔,21.6,17.3,10.9,16.9,-1,"10,520",21,177788
106/01/20,104 台北二,胡蘿蔔,21.3,17.8,12,17.4,3,"12,210",16,212454
106/01/21,104 台北二,胡蘿蔔,33.3,17,9.8,18.8,8,"14,295",17,268746
106/01/22,104 台北二,胡蘿蔔,19.5,15.7,9.7,15.3,-19,"16,020",12,245106
106/01/24,104 台北二,胡蘿蔔,20,16.7,11.4,16.3,7,"16,890",5,275307
106/01/25,104 台北二,胡蘿蔔,25,17,9.2,17.1,5,"18,460",9,315666
106/01/26,104 台北二,胡蘿蔔,20,16.5,9.4,15.8,-8,"18,490",0,292142
106/01/27,104 台北二,胡蘿蔔,15.6,11.3,6.8,11.3,-28,"10,200",-45,115260
106/02/02,104 台北二,胡蘿蔔,18.1,15,7.1,14,24,"11,160",9,156240
106/02/03,104 台北二,胡蘿蔔,18.3,15.1,7.7,14.3,2,"10,670",-4,152581
106/02/04,104 台北二,胡蘿蔔,17.7,14.2,9.5,14,-2,"13,460",26,188440
106/02/07,104 台北二,胡蘿蔔,17.5,12.8,6.8,12.6,-10,"14,460",7,182196
106/02/08,104 台北二,胡蘿蔔,15.7,12.9,7.4,12.4,-2,"10,395",-28,128898
106/02/09,104 台北二,胡蘿蔔,12.9,10.5,6.5,10.2,-18,"11,800",14,120360
106/02/10,104 台北二,胡蘿蔔,12.3,10.8,7.4,10.4,2,"11,180",-5,116272
106/02/11,104 台北二,胡蘿蔔,15.5,11.3,6.9,11.3,9,"12,370",11,139781
106/02/14,104 台北二,胡蘿蔔,16,12.1,8,12.1,7,"11,905",-4,144050.5
106/02/15,104 台北二,胡蘿蔔,22.3,11.4,6.1,12.5,3,"12,576",6,157200
106/02/16,104 台北二,胡蘿蔔,14.5,10.5,5.1,10.2,-18,"12,390",-1,126378
106/02/17,104 台北二,胡蘿蔔,12.1,10.5,7.4,10.2,0,"11,160",-10,113832
106/02/18,104 台北二,胡蘿蔔,24.6,9.8,6.7,12.2,20,"13,054",17,159258.8
106/02/19,104 台北二,胡蘿蔔,11.2,9.9,5.7,9.3,-24,"12,620",-3,117366
106/02/21,104 台北二,胡蘿蔔,12.9,10.4,7.8,10.4,12,"11,160",-12,116064
106/02/22,104 台北二,胡蘿蔔,24.5,10.4,8.2,12.8,23,"10,510",-6,134528
106/02/23,104 台北二,胡蘿蔔,14,10.3,7.3,10.4,-19,"9,870",-6,102648
106/02/24,104 台北二,胡蘿蔔,13.4,9.1,5.5,9.3,-11,"12,042",22,111990.6
106/02/25,104 台北二,胡蘿蔔,26.6,9.3,5.6,12,29,"9,656",-20,115872
106/02/26,104 台北二,胡蘿蔔,14.3,8.1,3.2,8.3,-31,"10,672",11,88577.6
106/02/28,104 台北二,胡蘿蔔,17.5,9.9,5.9,10.6,28,"8,192",-23,86835.2
106/03/01,104 台北二,胡蘿蔔,28.4,10.3,5.9,13,23,"10,070",23,130910
106/03/02,104 台北二,胡蘿蔔,16.1,10,6.6,10.5,-19,"10,350",3,108675
106/03/03,104 台北二,胡蘿蔔,16.1,10.4,7.3,10.9,4,"10,480",1,114232
106/03/04,104 台北二,胡蘿蔔,26.9,10.9,7.9,13.5,24,"12,132",16,163782
106/03/05,104 台北二,胡蘿蔔,17.2,9.5,6.7,10.5,-22,"13,060",8,137130
106/03/07,104 台北二,胡蘿蔔,16.1,10.4,6.3,10.7,2,"11,170",-14,119519
106/03/08,104 台北二,胡蘿蔔,23.7,10.3,5.9,12.1,13,"12,802",15,154904.2
106/03/09,104 台北二,胡蘿蔔,16.2,10.8,7.9,11.3,-7,"9,070",-29,102491
106/03/10,104 台北二,胡蘿蔔,14.9,9.5,4.9,9.7,-14,"11,402",26,110599.4
106/03/11,104 台北二,胡蘿蔔,21.9,9.9,6.7,11.7,21,"10,738",-6,125634.6
106/03/12,104 台北二,胡蘿蔔,16.3,9.5,5.4,10.1,-14,"11,084",3,111948.4
106/03/14,104 台北二,胡蘿蔔,16.8,11.2,6.6,11.4,13,"9,932",-10,113224.8
106/03/15,104 台北二,胡蘿蔔,24.5,10.8,6.2,12.6,11,"12,344",24,155534.4
106/03/16,104 台北二,胡蘿蔔,16,10.8,6,10.9,-13,"12,242",-1,133437.8
106/03/17,104 台北二,胡蘿蔔,16,10.7,7.8,11.2,3,"11,862",-3,132854.4
106/03/18,104 台北二,胡蘿蔔,22.5,10.1,5.9,11.7,4,"13,352",13,156218.4
106/03/19,104 台北二,胡蘿蔔,16.6,9.9,6.3,10.5,-10,"11,754",-12,123417
106/03/21,104 台北二,胡蘿蔔,15.3,10.5,6.4,10.6,1,"10,382",-12,110049.2
106/03/22,104 台北二,胡蘿蔔,26.7,10.2,6.1,12.7,20,"10,198",-2,129514.6
106/03/23,104 台北二,胡蘿蔔,15.8,10.4,6.2,10.6,-17,"9,902",-3,104961.2
106/03/24,104 台北二,胡蘿蔔,14.9,10,6.2,10.2,-4,"11,422",15,116504.4
106/03/25,104 台北二,胡蘿蔔,22.2,9.8,5.6,11.4,12,"12,703",11,144814.2
106/03/26,104 台北二,胡蘿蔔,12,9.2,5.6,9,-21,"10,800",-15,97200
106/03/28,104 台北二,胡蘿蔔,18.7,9.2,6.1,10.5,17,"13,316",23,139818
106/03/29,104 台北二,胡蘿蔔,23.3,9,5.5,11.2,7,"13,224",-1,148108.8
106/03/30,104 台北二,胡蘿蔔,16.8,9.4,5.5,10.1,-10,"12,155",-8,122765.5
106/03/31,104 台北二,胡蘿蔔,16.5,9.6,6.2,10.3,2,"12,000",-1,123600
106/04/01,104 台北二,胡蘿蔔,24.5,9.8,6.6,12.1,17,"11,429",-5,138290.9
106/04/02,104 台北二,胡蘿蔔,20,10.2,6.4,11.4,-6,"10,400",-9,118560
106/04/03,104 台北二,胡蘿蔔,13.5,9.6,6.8,9.9,-13,"11,790",13,116721
106/04/06,104 台北二,胡蘿蔔,27.8,10.1,7.1,13,31,"12,026",2,156338
106/04/07,104 台北二,胡蘿蔔,16.9,11.5,7,11.7,-10,"10,442",-13,122171.4
106/04/08,104 台北二,胡蘿蔔,17.3,10.6,6.4,11.1,-5,"11,290",8,125319
